Hogar,ID Individuo,Núcleo,PaísOrigen,TieneDNI,EdadMeses,Sexo,RelconJefeFlia,Educacion,EstuActual,Trabaja,NoTrabBusca,SiTrabHaceCuanto,SiTrabFormal,Ocupacion,ProbSalud,DiscaCroni,Embarazo,RecibePlanSocial,TipoPlanSocial1,TipoPlanSocial2,IngTrab,IngPlan,EdadHijoMenorMess,CantTotalDePers,CantTotalDeMuj,CantPersSinProbSal,CantTotalHijos,CantTotalHijMen18,CantJefHog,CantPersTrab,CantPersTrabForm,CantEmb,CantEnfCron,CantPersEdadTrab2560,Barrio,Zona,Sede,TiempoViveBarrio,TiempoViveCasa,DimCasa,AmbCasa,CantCamas,CantPersCasa,EstPropCasa,Inunda,Viento,Humeda,Inestable,OtraSit,PoseeTerrenoAdec,UsoVDE,MatTecho,MatParedes,TipoPiso,EstadoTecho,EstadoPared,EstadoPiso,EstPropTerreno,UbicTerreno,SitDomTerreno,HundimientoTerreno,PozoNegroTerreno,NoEspacioTerreno,CañosEscPisoTerreno,InundacionesTerreno,MatConst,TieneTerrenoVDE,Campo39,AccesoAgua,Baño,ConexionLuz,ConexionAgua,ElimSanitaria,ComoCocina,Prioridad,
22791,2279002,1,Argentina,Si,252,Masculino,Jefe de Hogar,05 - Primaria Completa,No,No,,,,No Trabaja,Ninguno,No,No,No,AUH,Ninguno,0,516,32,3,2,3,1,1,2,,,1,,0,"Los Hornitos , Neuquén",Neuquén,06 - Neuquen/Rio Negro,3,3,8,1,2,3,01 - Propia,Si,No,No,No,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
2281,228007,1,Argentina,Si,651,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,No Trabaja,Otra,No,No,No,AUH,Ninguno,1400,220,115,5,3,3,3,3,2,1,,,,2,"Sol y Verde, José C. Paz",José C. Paz,01 - Buenos Aires,4,4,32,5,7,7,01 - Propia,No,Si,No,Si,No,,,05 - Madera,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
22821,2282001,1,Argentina,Si,550,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Changarín,Ninguno,No,No,No,AUH,Ninguno,2800,1200,39,5,1,5,3,1,1,1,,,,1,"Los Paraisos, Capital",Córdoba Capital,02 - Cordoba,3,3,25,3,7,7,01 - Propia,No,No,No,No,Si,Si,02 - Dormitorio Adicional,01 - Chapa,05 - Ladrillo,01 - Cemento,01 - Bueno,01 - Bueno,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,01 - Brasera a leña,03 - Media-Alta,No es AUH
22841,2284001,1,Paraguay,Si,272,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,,,,No Trabaja,Ninguno,No,No,Si,Otro,Ninguno,1300,,43,3,1,3,1,1,2,1,,,,0,"Los Lapachitos, Posadas",Posadas,05 - Misiones,2,1,,2,2,3,01 - Propia,Si,Si,Si,No,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
22841,2284002,1,Paraguay,Si,273,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,1,No,Vendedor,Ninguno,No,No,Si,Otro,Ninguno,1300,,43,3,1,3,1,1,2,1,,,,0,"Los Lapachitos, Posadas",Posadas,05 - Misiones,2,1,,2,2,3,01 - Propia,Si,Si,Si,No,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
22861,2286001,1,Argentina,Si,263,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,No Trabaja,Ninguno,No,No,No,Ninguno,Ninguno,0,0,19,2,2,2,1,1,1,,,,,0,"Haras del Trujui, Moreno",Moreno,01 - Buenos Aires,0,0,48,5,6,7,01 - Propia,Si,Si,No,No,No,,,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,02 - Reparable,02 - Reparable,03 - Irrecuperable,04 - Otra Situacion,01 - Donde vive ahora,02 - En vías de regularización,No,Si,No,No,No,No,Si,03 - Vivienda única,01 - No tiene,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",06 -Otro,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
22871,2287001,1,Bolivia,No,317,Masculino,Jefe de Hogar,08 - Secundaria Completa,No,Si,,3,No,Empleado de Fábrica,Ninguno,No,No,No,Ninguno,Ninguno,1200,0,23,3,2,3,1,1,1,1,,1,,2,"19 de Septiembre, La Matanza",La Matanza,01 - Buenos Aires,0,0,16,1,2,3,01 - Propia,No,Si,No,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
22881,2288001,1,Paraguay,No,261,Femenino,Jefe de Hogar,01 - Ninguno,No,Si,,3,No,Empleado Administrativo,Ninguno,No,No,No,Ninguno,Ninguno,2800,0,43,3,2,2,1,1,2,2,,,1,1,"Acuba, Lanús",Lanús,01 - Buenos Aires,0,0,16,1,2,3,01 - Propia,Si,Si,Si,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,Si,No,No,No,No,No,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
22881,2288002,1,Paraguay,No,359,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,1,No,Ofrece Servicios por Cuenta Propia,Otra,Si,No,No,Ninguno,Ninguno,2800,0,43,3,2,2,1,1,2,2,,,1,1,"Acuba, Lanús",Lanús,01 - Buenos Aires,0,0,16,1,2,3,01 - Propia,Si,Si,Si,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,Si,No,No,No,No,No,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,01 - No tiene,"04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
22891,2289001,1,Paraguay,No,213,Femenino,Jefe de Hogar,02 - Jardin,No,No,No,,,Ama de Casa,Ninguno,No,No,No,Ninguno,Ninguno,2400,0,27,3,2,3,1,1,2,1,,,,0,"Los Cedros, Moreno",Moreno,01 - Buenos Aires,1,1,16,1,2,3,01 - Propia,Si,Si,No,Si,No,,,05 - Madera,07 - Madera,01 - Cemento,03 - Irrecuperable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,01 - No tiene,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
22891,2289002,1,Paraguay,No,260,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Albañil/Obrero Construcción,Ninguno,No,No,No,Ninguno,Ninguno,2400,0,27,3,2,3,1,1,2,1,,,,0,"Los Cedros, Moreno",Moreno,01 - Buenos Aires,1,1,16,1,2,3,01 - Propia,Si,Si,No,Si,No,,,05 - Madera,07 - Madera,01 - Cemento,03 - Irrecuperable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,01 - No tiene,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
22901,2290001,1,Argentina,Si,657,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,,,,Ama de Casa,Ninguno,No,No,No,Ninguno,Ninguno,4500,0,148,4,2,3,2,1,2,2,,,1,2,"Punta Taitalo, Corrientes",Corrientes,03 - Corrientes,34,34,20,2,4,3,03 - Prestada,No,No,No,No,No,,,01 - Chapa,05 - Ladrillo,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,03 - Prestado,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,Si,Si,03 - Vivienda única,03 - Dentro de la casa,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,01 - Brasera a leña,02 - Media-Baja,No es AUH
22901,2290002,1,Paraguay,Si,637,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Changarín,Discapacitado,Si,No,No,Ninguno,Ninguno,4500,0,148,4,2,3,2,1,2,2,,,1,2,"Punta Taitalo, Corrientes",Corrientes,03 - Corrientes,34,34,20,2,4,3,03 - Prestada,No,No,No,No,No,,,01 - Chapa,05 - Ladrillo,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,03 - Prestado,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,Si,Si,03 - Vivienda única,03 - Dentro de la casa,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,01 - Brasera a leña,02 - Media-Baja,No es AUH
22931,2293001,1,Argentina,Si,399,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,No Trabaja,Otra,No,No,No,Ninguno,Ninguno,3000,0,30,8,6,4,6,6,2,1,,,,2,"Sol y Verde, José C. Paz",José C. Paz,01 - Buenos Aires,10,0,25,3,4,8,01 - Propia,No,Si,No,No,No,,,06 - Teja o Losa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
22931,2293002,1,Argentina,Si,385,Masculino,Jefe de Hogar,04 - Primaria Incompleta,,Si,,2,No,Empleado de Comercio,Ninguno,No,No,No,Ninguno,Ninguno,3000,0,30,8,6,4,6,6,2,1,,,,2,"Sol y Verde, José C. Paz",José C. Paz,01 - Buenos Aires,10,0,25,3,4,8,01 - Propia,No,Si,No,No,No,,,06 - Teja o Losa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
22961,2296001,1,Argentina,Si,280,Femenino,Jefe de Hogar,05 - Primaria Completa,No,No,No,,,No Trabaja,Ninguno,No,No,No,AUH,Ninguno,2160,400,3,5,1,5,3,3,2,1,,,,1,"Ingeniero Allan, Florencio Varela",Florencio Varela,01 - Buenos Aires,4,3,21,2,3,5,01 - Propia,No,Si,No,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,05 - Le pide a un vecino,"02 - Si, dentro de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
22961,2296002,1,Argentina,Si,304,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,1,No,Albañil/Obrero Construcción,Ninguno,No,No,No,AUH,Ninguno,2160,400,3,5,1,5,3,3,2,1,,,,1,"Ingeniero Allan, Florencio Varela",Florencio Varela,01 - Buenos Aires,4,3,21,2,3,5,01 - Propia,No,Si,No,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,05 - Le pide a un vecino,"02 - Si, dentro de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,03 - Media-Alta,No es AUH
2297,2297001,,Argentina,Si,408,Femenino,Jefe de Hogar,05 - Primaria Completa,,No,,,,Ama de Casa,Ninguno,No,No,Si,Pension,Ninguno,0,,29,6,4,6,5,5,1,,,,,1,"Familias Unidas, Posadas",Posadas,05 - Misiones,8,8,45,2,4,10,01 - Propia,No,No,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,01 - Bueno,01 - Bueno,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,"03 - Si, fuera de la casa","02 - Si, con medidor comunitario",03 - Camión,03 - Pozo negro,03 - Garrafa,01 - Baja,No es AUH
22971,2297002,1,Argentina,Si,709,Masculino,Jefe de Hogar,05 - Primaria Completa,,Si,,3,No,Seguridad,Ninguno,No,No,No,Ninguno,Ninguno,7263,0,160,4,1,4,3,2,1,3,,,,1,"Familias Unidas, Posadas",Posadas,05 - Misiones,8,8,45,2,4,10,01 - Propia,No,No,No,No,No,Si,02 - Dormitorio Adicional,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,01 - Bueno,01 - Bueno,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,02 - En vías de regularización,No,No,No,No,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,"03 - Si, fuera de la casa","02 - Si, con medidor comunitario",03 - Camión,03 - Pozo negro,03 - Garrafa,01 - Baja,No es AUH
22981,2298001,1,Argentina,Si,245,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,No Trabaja,Ninguno,No,No,No,AUH,Ninguno,2000,200,5,3,1,3,1,1,2,1,,,,1,"Tres Américas, Ezeiza",Ezeiza,01 - Buenos Aires,5,5,20,1,4,9,01 - Propia,No,No,Si,No,No,,,05 - Madera,05 - Ladrillo,01 - Cemento,01 - Bueno,01 - Bueno,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
22981,2298002,1,Argentina,Si,310,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,2,No,Cooperativista,Ninguno,No,No,No,AUH,Ninguno,2000,200,5,3,1,3,1,1,2,1,,,,1,"Tres Américas, Ezeiza",Ezeiza,01 - Buenos Aires,5,5,20,1,4,9,01 - Propia,No,No,Si,No,No,,,05 - Madera,05 - Ladrillo,01 - Cemento,01 - Bueno,01 - Bueno,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
22991,2299001,1,Argentina,Si,367,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,Changarín,Otra,No,No,No,Ninguno,Ninguno,5533,0,38,9,6,7,7,5,2,3,,,,2,"IAPI, Quilmes",Quilmes,01 - Buenos Aires,12,12,27,2,3,8,01 - Propia,No,No,No,No,Si,,,01 - Chapa,07 - Madera,03 - Madera,01 - Bueno,01 - Bueno,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
22991,2299002,1,Argentina,Si,416,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,1,No,Otro,Ninguno,No,No,No,Ninguno,Ninguno,5533,0,38,9,6,7,7,5,2,3,,,,2,"IAPI, Quilmes",Quilmes,01 - Buenos Aires,12,12,27,2,3,8,01 - Propia,No,No,No,No,Si,,,01 - Chapa,07 - Madera,03 - Madera,01 - Bueno,01 - Bueno,01 - Bueno,01 - Propio,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
23001,2300001,1,Argentina,Si,269,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,Si,Empleado de Fábrica,Ninguno,No,No,No,Ninguno,Ninguno,3500,0,10,3,2,3,1,1,1,1,1,1,,0,"19 de Septiembre, La Matanza",La Matanza,01 - Buenos Aires,1,1,12,1,2,3,01 - Propia,No,Si,No,No,No,,,01 - Chapa,03 - Chapa,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,Si,Si,04 - Otro,05 - Le pide a un vecino,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,02 - Media-Baja,No es AUH
2301,230002,1,Argentina,Si,243,Masculino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,,3,No,No Especifica,Ninguno,No,No,No,AUH,Ninguno,2000,430,13,7,3,6,5,5,1,1,,,,0,"Sol y Verde, José C. Paz",José C. Paz,01 - Buenos Aires,3,1,18,2,5,6,01 - Propia,Si,Si,Si,Si,No,,,01 - Chapa,07 - Madera,04 - Tierra / Alfombra sobre tierra,02 - Reparable,03 - Irrecuperable,03 - Irrecuperable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,05 - Le pide a un vecino,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
23011,2301001,1,Argentina,Si,278,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,,Si,,1,No,Empleado de Comercio,Ninguno,No,No,No,Ninguno,Ninguno,2700,0,10,3,2,3,1,1,2,1,,,,0,"Doña Justa, Escobar",Escobar,01 - Buenos Aires,2,2,8,1,2,3,03 - Prestada,No,Si,Si,No,No,,,05 - Madera,07 - Madera,01 - Cemento,01 - Bueno,02 - Reparable,02 - Reparable,03 - Prestado,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,Si,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,01 - Baja,No es AUH
23011,2301002,1,Argentina,Si,266,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,,No,No,,,Ama de Casa,Ninguno,No,No,No,Ninguno,Ninguno,2700,0,10,3,2,3,1,1,2,1,,,,0,"Doña Justa, Escobar",Escobar,01 - Buenos Aires,2,2,8,1,2,3,03 - Prestada,No,Si,Si,No,No,,,05 - Madera,07 - Madera,01 - Cemento,01 - Bueno,02 - Reparable,02 - Reparable,03 - Prestado,01 - Donde vive ahora,03 - Regular (con título de propiedad),No,No,No,Si,No,No,Si,03 - Vivienda única,04 - Fuera de la casa pero dentro del terreno,"03 - Si, fuera de la casa","03 - Si, con medidor particular",05 - Pozo / Aljibe,03 - Pozo negro,03 - Garrafa,01 - Baja,No es AUH
23031,2303001,1,Argentina,Si,480,Masculino,Jefe de Hogar,01 - Ninguno,No,Si,,3,No,Albañil/Obrero Construcción,Ninguno,No,No,No,AUH,Ninguno,3600,740,19,6,1,6,4,4,1,1,,,,2,"Caballeriza, Obera",Oberá,05 - Misiones,5,0,35,2,3,6,01 - Propia,No,Si,Si,No,No,Si,04 - Vivienda Unica,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,02 - Reparable,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,Si,No,No,Si,03 - Vivienda única,03 - Dentro de la casa,"02 - Si, dentro de la casa","04 - Si, irregular (""colgado"")",02 - Agua corriente regular,01 - No tiene,01 - Brasera a leña,03 - Media-Alta,No es AUH
23041,2304001,1,Bolivia,Si,226,Femenino,Jefe de Hogar,04 - Primaria Incompleta,No,Si,No,,No,Peón Rural,Ninguno,No,No,No,Ninguno,Ninguno,2800,0,31,5,2,5,3,2,1,1,,,,1,"El Futuro, La Plata",La Plata,04 - Gran La Plata,3,3,48,3,5,7,01 - Propia,Si,No,No,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,Si,No,No,02 - Dormitorio adicional,03 - Dentro de la casa,"03 - Si, fuera de la casa","04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",03 - Pozo negro,03 - Garrafa,04 - Alta,No es AUH
23081,2308001,1,Paraguay,Si,334,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,,No,,,,No Trabaja,Ninguno,No,No,No,Ninguno,Ninguno,4000,0,37,5,4,3,3,3,2,1,1,,,1,"San Jorge, Pilar",Pilar,01 - Buenos Aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No es AUH
23081,2308002,1,Argentina,Si,789,Masculino,Jefe de Hogar,08 - Secundaria Completa,,Si,,,Si,Empleado de Fábrica,Ninguno,No,No,No,Ninguno,Ninguno,4000,0,37,5,4,3,3,3,2,1,1,,,1,"San Jorge, Pilar",Pilar,01 - Buenos Aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No es AUH
2311,231002,1,Argentina,Si,225,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,,No,Changarín,Ninguno,No,No,No,AUH,Ninguno,2579,600,5,3,2,2,1,1,1,1,,,,0,"La Tosquera, Corrientes",Corrientes,03 - Corrientes,4,4,18,3,5,6,01 - Propia,Si,No,Si,No,No,,,04 - Lona / Cartón / Adobe,06 -Lona / Cartón / Adobe / Paja,04 - Tierra / Alfombra sobre tierra,03 - Irrecuperable,03 - Irrecuperable,03 - Irrecuperable,03 - Prestado,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,,Si,03 - Vivienda única,02 - Comunitario,01 - No tiene,"04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",01 - No tiene,01 - Brasera a leña,04 - Alta,No es AUH
23111,2311001,1,Argentina,Si,340,Masculino,Jefe de Hogar,05 - Primaria Completa,No,Si,Si,,No,Albañil/Obrero Construcción,Ninguno,No,No,No,AUH,Ninguno,4000,700,10,4,2,3,2,2,2,1,,1,,2,"Costa Cañada, Córdoba",Córdoba Interior,02 - Cordoba,8,8,12,1,2,4,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,06 - Teja o Losa,05 - Ladrillo,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,01 - No tiene,"04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",01 - No tiene,03 - Garrafa,03 - Media-Alta,No es AUH
23111,2311002,1,Argentina,Si,320,Femenino,Jefe de Hogar,07 - Secundaria Incompleta,No,No,No,,,Ama de Casa,Discapacitado,No,Si,No,AUH,Ninguno,4000,700,10,4,2,3,2,2,2,1,,1,,2,"Costa Cañada, Córdoba",Córdoba Interior,02 - Cordoba,8,8,12,1,2,4,01 - Propia,No,No,Si,No,No,Si,02 - Dormitorio Adicional,06 - Teja o Losa,05 - Ladrillo,01 - Cemento,02 - Reparable,02 - Reparable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,02 - Dormitorio adicional,03 - Dentro de la casa,01 - No tiene,"04 - Si, irregular (""colgado"")","01 - Agua corriente irregular (""enganchados"")",01 - No tiene,03 - Garrafa,03 - Media-Alta,No es AUH
23121,2312001,1,Paraguay,Si,237,Masculino,Jefe de Hogar,07 - Secundaria Incompleta,No,Si,,1,No,Tallerista/Acerradero,Ninguno,No,No,No,Ninguno,Ninguno,2500,0,12,3,1,3,1,1,1,1,,,,1,"19 de Septiembre, La Matanza",La Matanza,01 - Buenos Aires,2,0,9,1,2,3,01 - Propia,Si,Si,No,No,No,,,01 - Chapa,07 - Madera,01 - Cemento,03 - Irrecuperable,03 - Irrecuperable,01 - Bueno,01 - Propio,01 - Donde vive ahora,01 - Irregular (sin título de propiedad),No,No,No,No,No,No,Si,03 - Vivienda única,05 - Le pide a un vecino,01 - No tiene,"04 - Si, irregular (""colgado"")",05 - Pozo / Aljibe,01 - No tiene,03 - Garrafa,03 - Media-Alta,No es AUH
